lenght1,angle1,lenght2,angle2,lenght3,angle3,result,radius1,radius2
79.057,0,25.0,90,79.057,-90,0,2154419762.776,19417976283.329
79.057,0,25.0,90,79.057,-45,0,2154419762.776,5102906013.081
79.057,0,25.0,90,79.057,0,0,2154419762.776,214793939.087
79.057,0,25.0,90,79.057,45,1,2154419762.776,694310.953
79.057,0,25.0,90,79.057,90,1,2154419762.776,148691349.476
79.057,0,25.0,90,79.057,135,0,2154419762.776,4501986013.568
79.057,0,25.0,90,140.585,-135,0,2154419762.776,54223175164.934
79.057,0,25.0,90,140.585,-90,0,2154419762.776,32664545082.324
79.057,0,25.0,90,140.585,-45,0,2154419762.776,7274308459.783
79.057,0,25.0,90,140.585,0,0,2154419762.776,214793939.087
79.057,0,25.0,90,140.585,45,0,2154419762.776,31456.145
79.057,0,25.0,90,140.585,90,1,2154419762.776,755895992.615
79.057,0,25.0,90,140.585,135,0,2154419762.776,12099989342.479
79.057,0,25.0,90,250.0,-135,0,2154419762.776,120534022753.32
79.057,0,25.0,90,250.0,-90,0,2154419762.776,64682759766.141
79.057,0,25.0,90,250.0,-45,0,2154419762.776,12084104151.362
79.057,0,25.0,90,250.0,0,0,2154419762.776,214793939.087
79.057,0,25.0,90,250.0,45,0,2154419762.776,982433.155
79.057,0,25.0,90,250.0,90,0,2154419762.776,2992186730.198
79.057,0,25.0,90,250.0,135,0,2154419762.776,34705597927.175
79.057,0,44.457,90,25.0,-135,0,3035583051.63,30161819130.355
79.057,0,44.457,90,25.0,-90,1,3035583051.63,27856713113.691
79.057,0,44.457,90,25.0,-45,1,3035583051.63,11054856769.596
79.057,0,44.457,90,25.0,0,1,3035583051.63,1218679048.089
79.057,0,44.457,90,25.0,45,1,3035583051.63,2134370.269
79.057,0,44.457,90,25.0,90,1,3035583051.63,18436937.481
79.057,0,44.457,90,25.0,135,0,3035583051.63,2207381434.549
79.057,0,44.457,90,44.457,-135,1,3035583051.63,38731198732.803
79.057,0,44.457,90,44.457,-90,1,3035583051.63,33787796525.207
79.057,0,44.457,90,44.457,-45,1,3035583051.63,12522303502.014
79.057,0,44.457,90,44.457,0,1,3035583051.63,1218679048.089
79.057,0,44.457,90,44.457,45,1,3035583051.63,1094852.725
79.057,0,44.457,90,44.457,90,1,3035583051.63,45720663.221
79.057,0,44.457,90,44.457,135,0,3035583051.63,3390396930.313
79.057,0,44.457,90,79.057,-135,1,3035583051.63,56613337331.719
79.057,0,44.457,90,79.057,-90,1,3035583051.63,45747881067.974
79.057,0,44.457,90,79.057,-45,1,3035583051.63,15357675045.62
79.057,0,44.457,90,79.057,0,1,3035583051.63,1218679048.089
79.057,0,44.457,90,79.057,45,1,3035583051.63,95764.999
79.057,0,44.457,90,79.057,90,1,3035583051.63,124328983.084
79.057,0,44.457,90,79.057,135,0,3035583051.63,6118790531.704
79.057,0,44.457,90,140.585,-135,1,3035583051.63,96771532078.043
79.057,0,44.457,90,140.585,-90,1,3035583051.63,71484194869.069
79.057,0,44.457,90,140.585,-45,0,3035583051.63,21113879303.793
79.057,0,44.457,90,140.585,0,1,3035583051.63,1218679048.089
79.057,0,44.457,90,140.585,45,1,3035583051.63,1005173.207
79.057,0,44.457,90,140.585,90,1,3035583051.63,359267900.116
79.057,0,44.457,90,140.585,135,0,3035583051.63,12945925313.019
79.057,0,44.457,90,250.0,-135,1,3035583051.63,194618496345.703
79.057,0,44.457,90,250.0,-90,0,3035583051.63,131380542027.861
79.057,0,44.457,90,250.0,-45,0,3035583051.63,33608514552.121
79.057,0,44.457,90,250.0,0,0,3035583051.63,1218679048.089
79.057,0,44.457,90,250.0,45,1,3035583051.63,11116905.988
79.057,0,44.457,90,250.0,90,1,3035583051.63,1077961028.882
79.057,0,44.457,90,250.0,135,0,3035583051.63,31333198700.49
79.057,0,79.057,90,25.0,-135,1,4974806265.671,98616150069.779
79.057,0,79.057,90,25.0,-90,0,4974806265.671,107949942552.337
79.057,0,79.057,90,25.0,-45,0,4974806265.671,50652326862.823
79.057,0,79.057,90,25.0,0,1,4974806265.671,6892575098.286
79.057,0,79.057,90,25.0,45,1,4974806265.671,960003.432
79.057,0,79.057,90,25.0,90,1,4974806265.671,1.4434933976144417e+18
79.057,0,79.057,90,25.0,135,0,4974806265.671,3383495586.378
79.057,0,79.057,90,44.457,-135,1,4974806265.671,117260526589.009
79.057,0,79.057,90,44.457,-90,1,4974806265.671,124629723394.878
79.057,0,79.057,90,44.457,-45,1,4974806265.671,56086016028.789
79.057,0,79.057,90,44.457,0,1,4974806265.671,6892575098.286
79.057,0,79.057,90,44.457,45,1,4974806265.671,4719500.56
79.057,0,79.057,90,44.457,90,1,4974806265.671,8.11735720816967e+17
79.057,0,79.057,90,44.457,135,0,4974806265.671,4311203247.513
79.057,0,79.057,90,79.057,-135,1,4974806265.671,154400638680.398
79.057,0,79.057,90,79.057,-90,1,4974806265.671,157249843219.306
79.057,0,79.057,90,79.057,-45,1,4974806265.671,66432388036.176
79.057,0,79.057,90,79.057,0,1,4974806265.671,6892575098.286
79.057,0,79.057,90,79.057,45,1,4974806265.671,60495019.424
79.057,0,79.057,90,79.057,90,1,4974806265.671,4.564723546347505e+17
79.057,0,79.057,90,79.057,135,0,4974806265.671,6238236430.604
79.057,0,79.057,90,140.585,-135,1,4974806265.671,233047738295.757
79.057,0,79.057,90,140.585,-90,1,4974806265.671,224613502985.363
79.057,0,79.057,90,140.585,-45,1,4974806265.671,86993167897.652
79.057,0,79.057,90,140.585,0,1,4974806265.671,6892575098.286
79.057,0,79.057,90,140.585,45,1,4974806265.671,314913268.974
79.057,0,79.057,90,140.585,90,1,4974806265.671,2.5669406366511082e+17
79.057,0,79.057,90,140.585,135,2,4974806265.671,10541930838.854
79.057,0,79.057,90,250.0,-135,1,4974806265.671,412757423487.721
79.057,0,79.057,90,250.0,-90,1,4974806265.671,373993983492.934
79.057,0,79.057,90,250.0,-45,1,4974806265.671,130393819547.795
79.057,0,79.057,90,250.0,0,1,4974806265.671,6892575098.286
79.057,0,79.057,90,250.0,45,1,4974806265.671,1258245175.044
79.057,0,79.057,90,250.0,90,1,4974806265.671,1.4434933976144154e+17
79.057,0,79.057,90,250.0,135,2,4974806265.671,20968263745.252
79.057,0,140.585,90,25.0,-135,1,9600460737.237,450143359886.904
79.057,0,140.585,90,25.0,-90,0,9600460737.237,625114179516.352
79.057,0,140.585,90,25.0,-45,0,9600460737.237,333838495770.504
79.057,0,140.585,90,25.0,0,1,9600460737.237,38892908112.207
79.057,0,140.585,90,25.0,45,1,9600460737.237,4387490132.376
79.057,0,140.585,90,25.0,90,1,9600460737.237,4816440409.034
79.057,0,140.585,90,25.0,135,0,9600460737.237,1018957744.194
79.057,0,140.585,90,44.457,-135,1,9600460737.237,503459763068.22
79.057,0,140.585,90,44.457,-90,1,9600460737.237,690018333846.012
79.057,0,140.585,90,44.457,-45,1,9600460737.237,360562953110.885
79.057,0,140.585,90,44.457,0,1,9600460737.237,38892908112.207
79.057,0,140.585,90,44.457,45,1,9600460737.237,5988201541.668
79.057,0,140.585,90,44.457,90,1,9600460737.237,5680949176.681
79.057,0,140.585,90,44.457,135,0,9600460737.237,1167154571.321
79.057,0,140.585,90,79.057,-135,1,9600460737.237,605640808403.793
79.057,0,140.585,90,79.057,-90,1,9600460737.237,813353583909.177
79.057,0,140.585,90,79.057,-45,1,9600460737.237,410628171299.736
79.057,0,140.585,90,79.057,0,1,9600460737.237,38892908112.207
79.057,0,140.585,90,79.057,45,1,9600460737.237,9448424611.002
79.057,0,140.585,90,79.057,90,1,9600460737.237,7394462188.127
79.057,0,140.585,90,79.057,135,0,9600460737.237,1455535788.314
79.057,0,140.585,90,140.585,-135,1,9600460737.237,810650107280.811
79.057,0,140.585,90,140.585,-90,1,9600460737.237,1057713384996.722
79.057,0,140.585,90,140.585,-45,1,9600460737.237,507694720048.073
79.057,0,140.585,90,140.585,0,1,9600460737.237,38892908112.207
79.057,0,140.585,90,140.585,45,1,9600460737.237,17542317254.957
79.057,0,140.585,90,140.585,90,1,9600460737.237,10998648491.151
79.057,0,140.585,90,140.585,135,1,9600460737.237,2046922363.177
79.057,0,140.585,90,250.0,-135,1,9600460737.237,1248912714159.005
79.057,0,140.585,90,250.0,-90,1,9600460737.237,1571432186970.233
79.057,0,140.585,90,250.0,-45,1,9600460737.237,705724208835.048
79.057,0,140.585,90,250.0,0,1,9600460737.237,38892908112.207
79.057,0,140.585,90,250.0,45,1,9600460737.237,38072751613.515
79.057,0,140.585,90,250.0,90,1,9600460737.237,19169700309.621
79.057,0,140.585,90,250.0,135,1,9600460737.237,3347040036.106
79.057,0,250.0,90,25.0,-135,1,21548923995.328,2868880706189.316
79.057,0,250.0,90,25.0,-90,0,21548923995.328,5169873041665.923
79.057,0,250.0,90,25.0,-45,0,21548923995.328,3008232903361.449
79.057,0,250.0,90,25.0,0,0,21548923995.328,219149603497.632
79.057,0,250.0,90,25.0,45,0,21548923995.328,298132996734.762
79.057,0,250.0,90,25.0,90,0,21548923995.328,395664691347.437
79.057,0,250.0,90,25.0,135,0,21548923995.328,5433167511.465
79.057,0,250.0,90,44.457,-135,1,21548923995.328,3072951127317.116
79.057,0,250.0,90,44.457,-90,0,21548923995.328,5508824038805.781
79.057,0,250.0,90,44.457,-45,0,21548923995.328,3174246677959.033
79.057,0,250.0,90,44.457,0,1,21548923995.328,219149603497.632
79.057,0,250.0,90,44.457,45,1,21548923995.328,333886591109.578
79.057,0,250.0,90,44.457,90,1,21548923995.328,431021561112.692
79.057,0,250.0,90,44.457,135,0,21548923995.328,5877240559.354
79.057,0,250.0,90,79.057,-135,1,21548923995.328,3453164194763.806
79.057,0,250.0,90,79.057,-90,1,21548923995.328,6138157369195.657
79.057,0,250.0,90,79.057,-45,1,21548923995.328,3480479833379.524
79.057,0,250.0,90,79.057,0,1,21548923995.328,219149603497.632
79.057,0,250.0,90,79.057,45,1,21548923995.328,402466884375.536
79.057,0,250.0,90,79.057,90,1,21548923995.328,497633234550.753
79.057,0,250.0,90,79.057,135,1,21548923995.328,6710013739.827
79.057,0,250.0,90,140.585,-135,1,21548923995.328,4184049850943.296
79.057,0,250.0,90,140.585,-90,1,21548923995.328,7341342572725.423
79.057,0,250.0,90,140.585,-45,1,21548923995.328,4059873115545.466
79.057,0,250.0,90,140.585,0,1,21548923995.328,219149603497.632
79.057,0,250.0,90,140.585,45,1,21548923995.328,540233277935.179
79.057,0,250.0,90,140.585,90,1,21548923995.328,627904572718.25
79.057,0,250.0,90,140.585,135,1,21548923995.328,8327156710.22
79.057,0,250.0,90,250.0,-135,1,21548923995.328,5656967548773.987
79.057,0,250.0,90,250.0,-90,1,21548923995.328,9746796629951.912
79.057,0,250.0,90,250.0,-45,1,21548923995.328,5200347231904.57
79.057,0,250.0,90,250.0,0,1,21548923995.328,219149603497.632
79.057,0,250.0,90,250.0,45,1,21548923995.328,835226533433.253
79.057,0,250.0,90,250.0,90,1,21548923995.328,896938073794.958
79.057,0,250.0,90,250.0,135,1,21548923995.328,11633784059.756
79.057,0,25.0,135,25.0,-135,0,589545429.432,2865312462.838
79.057,0,25.0,135,25.0,-90,0,589545429.432,214796722.857
79.057,0,25.0,135,25.0,-45,0,589545429.432,9332508.738
79.057,0,25.0,135,25.0,0,0,589545429.432,212462957.498
79.057,0,25.0,135,25.0,45,0,589545429.432,930074.705
79.057,0,25.0,135,25.0,90,0,589545429.432,1458736323.053
79.057,0,25.0,135,25.0,135,0,589545429.432,5708275798.685
79.057,0,25.0,135,44.457,-135,0,589545429.432,3644080221.373
79.057,0,25.0,135,44.457,-90,0,589545429.432,263258958.708
79.057,0,25.0,135,44.457,-45,0,589545429.432,10644160.708
79.057,0,25.0,135,44.457,0,0,589545429.432,212462957.498
79.057,0,25.0,135,44.457,45,0,589545429.432,8720370.525
79.057,0,25.0,135,44.457,90,0,589545429.432,2310383615.241
79.057,0,25.0,135,44.457,135,0,589545429.432,7942442742.898
79.057,0,25.0,135,79.057,-135,0,589545429.432,5259932824.633
79.057,0,25.0,135,79.057,-90,0,589545429.432,361605745.788
79.057,0,25.0,135,79.057,-45,0,589545429.432,13189629.059
79.057,0,25.0,135,79.057,0,0,589545429.432,212462957.498
79.057,0,25.0,135,79.057,45,0,589545429.432,98390788.755
79.057,0,25.0,135,79.057,90,0,589545429.432,4306442242.84
79.057,0,25.0,135,79.057,135,0,589545429.432,12824828441.349
79.057,0,25.0,135,140.585,-135,0,589545429.432,8863778869.581
79.057,0,25.0,135,140.585,-90,0,589545429.432,574968541.051
79.057,0,25.0,135,140.585,-45,0,589545429.432,18389653.187
79.057,0,25.0,135,140.585,0,0,589545429.432,212462957.498
79.057,0,25.0,135,140.585,45,0,589545429.432,497600374.235
79.057,0,25.0,135,140.585,90,2,589545429.432,9378871035.649
79.057,0,25.0,135,140.585,135,0,589545429.432,24382781960.898
79.057,0,25.0,135,250.0,-135,0,589545429.432,17582337195.499
79.057,0,25.0,135,250.0,-90,0,589545429.432,1076064272.809
79.057,0,25.0,135,250.0,-45,0,589545429.432,29766670.747
79.057,0,25.0,135,250.0,0,0,589545429.432,212462957.498
79.057,0,25.0,135,250.0,45,0,589545429.432,1965684344.017
79.057,0,25.0,135,250.0,90,2,589545429.432,23215062972.677
79.057,0,25.0,135,250.0,135,0,589545429.432,54030354368.713
79.057,0,44.457,135,25.0,-135,0,830771758.483,7529454311.429
79.057,0,44.457,135,25.0,-90,0,830771758.483,1770102947.273
79.057,0,44.457,135,25.0,-45,0,830771758.483,38368427.605
79.057,0,44.457,135,25.0,0,0,830771758.483,11327281.414
79.057,0,44.457,135,25.0,45,0,830771758.483,12281837.711
79.057,0,44.457,135,25.0,90,0,830771758.483,1572894733.968
79.057,0,44.457,135,25.0,135,0,830771758.483,7273450703.145
79.057,0,44.457,135,44.457,-135,0,830771758.483,9139604062.638
79.057,0,44.457,135,44.457,-90,0,830771758.483,2093351555.814
79.057,0,44.457,135,44.457,-45,0,830771758.483,43677129.201
79.057,0,44.457,135,44.457,0,0,830771758.483,11327281.414
79.057,0,44.457,135,44.457,45,0,830771758.483,30296485.753
79.057,0,44.457,135,44.457,90,0,830771758.483,2152729315.451
79.057,0,44.457,135,44.457,135,0,830771758.483,9317821780.339
79.057,0,44.457,135,79.057,-135,0,830771758.483,12388011306.482
79.057,0,44.457,135,79.057,-90,0,830771758.483,2735105901.552
79.057,0,44.457,135,79.057,-45,0,830771758.483,53966933.214
79.057,0,44.457,135,79.057,0,0,830771758.483,11327281.414
79.057,0,44.457,135,79.057,45,0,830771758.483,82087532.771
79.057,0,44.457,135,79.057,90,0,830771758.483,3408127568.403
79.057,0,44.457,135,79.057,135,0,830771758.483,13577947052.467
79.057,0,44.457,135,140.585,-135,0,830771758.483,19382351793.036
79.057,0,44.457,135,140.585,-90,0,830771758.483,4087957170.393
79.057,0,44.457,135,140.585,-45,0,830771758.483,74951086.965
79.057,0,44.457,135,140.585,0,0,830771758.483,11327281.414
79.057,0,44.457,135,140.585,45,1,830771758.483,236658827.322
79.057,0,44.457,135,140.585,90,0,830771758.483,6349817486.198
79.057,0,44.457,135,140.585,135,0,830771758.483,23128908025.604
79.057,0,44.457,135,250.0,-135,0,830771758.483,35671457675.58
79.057,0,44.457,135,250.0,-90,0,830771758.483,7163004576.948
79.057,0,44.457,135,250.0,-45,0,830771758.483,120761571.783
79.057,0,44.457,135,250.0,0,0,830771758.483,11327281.414
79.057,0,44.457,135,250.0,45,1,830771758.483,709091949.657
79.057,0,44.457,135,250.0,90,2,830771758.483,13823912172.555
79.057,0,44.457,135,250.0,135,0,830771758.483,46359950799.021
79.057,0,79.057,135,25.0,-135,0,1361687314.405,29192066270.192
79.057,0,79.057,135,25.0,-90,0,1361687314.405,17044797925.118
79.057,0,79.057,135,25.0,-45,0,1361687314.405,3588740673.11
79.057,0,79.057,135,25.0,0,0,1361687314.405,85212135.127
79.057,0,79.057,135,25.0,45,0,1361687314.405,8.147044611273612e+17
79.057,0,79.057,135,25.0,90,0,1361687314.405,467846004.515
79.057,0,79.057,135,25.0,135,0,1361687314.405,7019376804.688
79.057,0,79.057,135,44.457,-135,0,1361687314.405,33717043731.771
79.057,0,79.057,135,44.457,-90,0,1361687314.405,19386698605.555
79.057,0,79.057,135,44.457,-45,0,1361687314.405,3976344410.33
79.057,0,79.057,135,44.457,0,0,1361687314.405,85212135.127
79.057,0,79.057,135,44.457,45,0,1361687314.405,4.581418343159371e+17
79.057,0,79.057,135,44.457,90,0,1361687314.405,571242960.387
79.057,0,79.057,135,44.457,135,0,1361687314.405,8330879585.071
79.057,0,79.057,135,79.057,-135,0,1361687314.405,42568782367.618
79.057,0,79.057,135,79.057,-90,0,1361687314.405,23923522361.756
79.057,0,79.057,135,79.057,-45,0,1361687314.405,4714702581.354
79.057,0,79.057,135,79.057,0,0,1361687314.405,85212135.127
79.057,0,79.057,135,79.057,45,0,1361687314.405,2.5763198107926525e+17
79.057,0,79.057,135,79.057,90,0,1361687314.405,780591073.915
79.057,0,79.057,135,79.057,135,0,1361687314.405,10940408071.959
79.057,0,79.057,135,140.585,-135,0,1361687314.405,60855320273.142
79.057,0,79.057,135,140.585,-90,0,1361687314.405,33168401288.758
79.057,0,79.057,135,140.585,-45,0,1361687314.405,6182934282.804
79.057,0,79.057,135,140.585,0,0,1361687314.405,85212135.127
79.057,0,79.057,135,140.585,45,0,1361687314.405,1.4487755826143245e+17
79.057,0,79.057,135,140.585,90,0,1361687314.405,1233439451.379
79.057,0,79.057,135,140.585,135,0,1361687314.405,16457760603.103
79.057,0,79.057,135,250.0,-135,0,1361687314.405,101424804426.566
79.057,0,79.057,135,250.0,-90,0,1361687314.405,53331213197.739
79.057,0,79.057,135,250.0,-45,0,1361687314.405,9284785868.445
79.057,0,79.057,135,250.0,0,0,1361687314.405,85212135.127
79.057,0,79.057,135,250.0,45,0,1361687314.405,8.14704461127348e+16
79.057,0,79.057,135,250.0,90,0,1361687314.405,2293531450.787
79.057,0,79.057,135,250.0,135,0,1361687314.405,29042336968.034
79.057,0,140.585,135,25.0,-135,0,2628178761.359,169100794410.414
79.057,0,140.585,135,25.0,-90,0,2628178761.359,192842177052.367
79.057,0,140.585,135,25.0,-45,0,2628178761.359,80336572081.102
79.057,0,140.585,135,25.0,0,0,2628178761.359,4237851388.039
79.057,0,140.585,135,25.0,45,0,2628178761.359,3140184892.543
79.057,0,140.585,135,25.0,90,0,2628178761.359,895627265.9
79.057,0,140.585,135,25.0,135,0,2628178761.359,1578868814.885
79.057,0,140.585,135,44.457,-135,0,2628178761.359,186695835084.021
79.057,0,140.585,135,44.457,-90,0,2628178761.359,211290545366.13
79.057,0,140.585,135,44.457,-45,0,2628178761.359,86778795021.064
79.057,0,140.585,135,44.457,0,0,2628178761.359,4237851388.039
79.057,0,140.585,135,44.457,45,0,2628178761.359,3703203066.759
79.057,0,140.585,135,44.457,90,0,2628178761.359,1014981428.366
79.057,0,140.585,135,44.457,135,0,2628178761.359,1762111222.456
79.057,0,140.585,135,79.057,-135,0,2628178761.359,220135503644.449
79.057,0,140.585,135,79.057,-90,0,2628178761.359,246178358964.976
79.057,0,140.585,135,79.057,-45,0,2628178761.359,98848582718.101
79.057,0,140.585,135,79.057,0,0,2628178761.359,4237851388.039
79.057,0,140.585,135,79.057,45,0,2628178761.359,4819026231.927
79.057,0,140.585,135,79.057,90,0,2628178761.359,1245662907.14
79.057,0,140.585,135,79.057,135,0,2628178761.359,2112813305.125
79.057,0,140.585,135,140.585,-135,0,2628178761.359,286401324150.227
79.057,0,140.585,135,140.585,-90,0,2628178761.359,314800189410.947
79.057,0,140.585,135,140.585,-45,0,2628178761.359,122252570518.509
79.057,0,140.585,135,140.585,0,0,2628178761.359,4237851388.039
79.057,0,140.585,135,140.585,45,0,2628178761.359,7165709263.853
79.057,0,140.585,135,140.585,90,0,2628178761.359,1714175965.867
79.057,0,140.585,135,140.585,135,0,2628178761.359,2815022950.038
79.057,0,140.585,135,250.0,-135,0,2628178761.359,425749120680.077
79.057,0,140.585,135,250.0,-90,0,2628178761.359,457644561876.253
79.057,0,140.585,135,250.0,-45,0,2628178761.359,170008886777.071
79.057,0,140.585,135,250.0,0,0,2628178761.359,4237851388.039
79.057,0,140.585,135,250.0,45,0,2628178761.359,12484997158.665
79.057,0,140.585,135,250.0,90,0,2628178761.359,2731694171.806
79.057,0,140.585,135,250.0,135,0,2628178761.359,4312216851.858
79.057,0,250.0,135,25.0,-135,1,5899851103.898,1398767606994.254
79.057,0,250.0,135,25.0,-90,0,5899851103.898,2519072622510.87
79.057,0,250.0,135,25.0,-45,0,5899851103.898,1364429949389.968
79.057,0,250.0,135,25.0,0,0,5899851103.898,51242747026.829
79.057,0,250.0,135,25.0,45,0,5899851103.898,258390400704.876
79.057,0,250.0,135,25.0,90,0,5899851103.898,289493044597.45
79.057,0,250.0,135,25.0,135,0,5899851103.898,6949320595.864
79.057,0,250.0,135,44.457,-135,1,5899851103.898,1490598888932.978
79.057,0,250.0,135,44.457,-90,0,5899851103.898,2675701978818.208
79.057,0,250.0,135,44.457,-45,0,5899851103.898,1439764332584.93
79.057,0,250.0,135,44.457,0,1,5899851103.898,51242747026.829
79.057,0,250.0,135,44.457,45,1,5899851103.898,281468436936.046
79.057,0,250.0,135,44.457,90,1,5899851103.898,311421461590.166
79.057,0,250.0,135,44.457,135,0,5899851103.898,7450404348.998
79.057,0,250.0,135,79.057,-135,1,5899851103.898,1661112299827.802
79.057,0,250.0,135,79.057,-90,1,5899851103.898,2965901637400.27
79.057,0,250.0,135,79.057,-45,1,5899851103.898,1578730363280.969
79.057,0,250.0,135,79.057,0,1,5899851103.898,51242747026.829
79.057,0,250.0,135,79.057,45,1,5899851103.898,324945815016.597
79.057,0,250.0,135,79.057,90,1,5899851103.898,352393725955.923
79.057,0,250.0,135,79.057,135,1,5899851103.898,8384558544.098
79.057,0,250.0,135,140.585,-135,1,5899851103.898,1987135443912.445
79.057,0,250.0,135,140.585,-90,1,5899851103.898,3518853193549.803
79.057,0,250.0,135,140.585,-45,1,5899851103.898,1841661313274.077
79.057,0,250.0,135,140.585,0,1,5899851103.898,51242747026.829
79.057,0,250.0,135,140.585,45,1,5899851103.898,409970199957.988
79.057,0,250.0,135,140.585,90,1,5899851103.898,431506292704.807
79.057,0,250.0,135,140.585,135,1,5899851103.898,10181983915.316
79.057,0,250.0,135,250.0,-135,1,5899851103.898,2639017644497.404
79.057,0,250.0,135,250.0,-90,1,5899851103.898,4618852389245.723
79.057,0,250.0,135,250.0,-45,1,5899851103.898,2359234206370.767
79.057,0,250.0,135,250.0,0,1,5899851103.898,51242747026.829
79.057,0,250.0,135,250.0,45,1,5899851103.898,585550343475.571
79.057,0,250.0,135,250.0,90,1,5899851103.898,591965787072.546
79.057,0,250.0,135,250.0,135,1,5899851103.898,13809206748.028
140.585,0,25.0,45,25.0,-135,0,19898712065.672,1499272082.57
140.585,0,25.0,45,25.0,-90,0,19898712065.672,25121952641.497
140.585,0,25.0,45,25.0,-45,1,19898712065.672,54705845269.464
140.585,0,25.0,45,25.0,0,1,19898712065.672,42591035964.453
140.585,0,25.0,45,25.0,45,1,19898712065.672,10353668965.126
140.585,0,25.0,45,25.0,90,0,19898712065.672,89759030.117
140.585,0,25.0,45,25.0,135,0,19898712065.672,743381994.479
140.585,0,25.0,45,44.457,-135,0,19898712065.672,6927631883.849
140.585,0,25.0,45,44.457,-90,0,19898712065.672,39870506248.445
140.585,0,25.0,45,44.457,-45,1,19898712065.672,65062199792.462
140.585,0,25.0,45,44.457,0,0,19898712065.672,42591035964.453
140.585,0,25.0,45,44.457,45,0,19898712065.672,8871295778.878
140.585,0,25.0,45,44.457,90,0,19898712065.672,62486176.449
140.585,0,25.0,45,44.457,135,1,19898712065.672,375898022.251
140.585,0,25.0,45,79.057,-135,0,19898712065.672,26369584629.25
140.585,0,25.0,45,79.057,-90,0,19898712065.672,74474490305.717
140.585,0,25.0,45,79.057,-45,0,19898712065.672,85695025098.708
140.585,0,25.0,45,79.057,0,0,19898712065.672,42591035964.453
140.585,0,25.0,45,79.057,45,0,19898712065.672,6517996899.611
140.585,0,25.0,45,79.057,90,0,19898712065.672,26154746.265
140.585,0,25.0,45,79.057,135,0,19898712065.672,28951829.676
140.585,0,25.0,45,140.585,-135,0,19898712065.672,91897092914.19
140.585,0,25.0,45,140.585,-90,0,19898712065.672,162499401625.773
140.585,0,25.0,45,140.585,-45,0,19898712065.672,129394220380.483
140.585,0,25.0,45,140.585,0,0,19898712065.672,42591035964.453
140.585,0,25.0,45,140.585,45,0,19898712065.672,3227411544.303
140.585,0,25.0,45,140.585,90,0,19898712065.672,24244.977
140.585,0,25.0,45,140.585,135,0,19898712065.672,381352430.194
140.585,0,25.0,45,250.0,-135,0,19898712065.672,306312509876.606
140.585,0,25.0,45,250.0,-90,1,19898712065.672,402802998762.212
140.585,0,25.0,45,250.0,-45,0,19898712065.672,229267574410.109
140.585,0,25.0,45,250.0,0,0,19898712065.672,42591035964.453
140.585,0,25.0,45,250.0,45,0,19898712065.672,203539235.697
140.585,0,25.0,45,250.0,90,0,19898712065.672,75228896.918
140.585,0,25.0,45,250.0,135,0,19898712065.672,4073459263.184
140.585,0,44.457,45,25.0,-135,0,24850015609.188,19003857466.689
140.585,0,44.457,45,25.0,-90,1,24850015609.188,74378308688.022
140.585,0,44.457,45,25.0,-45,1,24850015609.188,106451834126.727
140.585,0,44.457,45,25.0,0,1,24850015609.188,65907740176.982
140.585,0,44.457,45,25.0,45,1,24850015609.188,14148576731.22
140.585,0,44.457,45,25.0,90,1,24850015609.188,238835608.175
140.585,0,44.457,45,25.0,135,0,24850015609.188,76110519.004
140.585,0,44.457,45,44.457,-135,1,24850015609.188,34585783844.734
140.585,0,44.457,45,44.457,-90,1,24850015609.188,102001737233.403
140.585,0,44.457,45,44.457,-45,1,24850015609.188,123400781116.105
140.585,0,44.457,45,44.457,0,1,24850015609.188,65907740176.982
140.585,0,44.457,45,44.457,45,1,24850015609.188,11791629808.723
140.585,0,44.457,45,44.457,90,1,24850015609.188,138621023.719
140.585,0,44.457,45,44.457,135,0,24850015609.188,7604617.025
140.585,0,44.457,45,79.057,-135,1,24850015609.188,73733931799.941
140.585,0,44.457,45,79.057,-90,1,24850015609.188,161877189939.867
140.585,0,44.457,45,79.057,-45,1,24850015609.188,156632292489.099
140.585,0,44.457,45,79.057,0,1,24850015609.188,65907740176.982
140.585,0,44.457,45,79.057,45,1,24850015609.188,8130434350.113
140.585,0,44.457,45,79.057,90,1,24850015609.188,27339111.876
140.585,0,44.457,45,79.057,135,1,24850015609.188,61662277.032
140.585,0,44.457,45,140.585,-135,0,24850015609.188,179522961998.88
140.585,0,44.457,45,140.585,-90,1,24850015609.188,302356021554.277
140.585,0,44.457,45,140.585,-45,1,24850015609.188,225502920431.977
140.585,0,44.457,45,140.585,0,1,24850015609.188,65907740176.982
140.585,0,44.457,45,140.585,45,1,24850015609.188,3296211399.953
140.585,0,44.457,45,140.585,90,1,24850015609.188,41091679.955
140.585,0,44.457,45,140.585,135,1,24850015609.188,713966875.852
140.585,0,44.457,45,250.0,-135,0,24850015609.188,482038367219.444
140.585,0,44.457,45,250.0,-90,1,24850015609.188,659701547029.968
140.585,0,44.457,45,250.0,-45,1,24850015609.188,378890623855.804
140.585,0,44.457,45,250.0,0,0,24850015609.188,65907740176.982
140.585,0,44.457,45,250.0,45,0,24850015609.188,702031.107
140.585,0,44.457,45,250.0,90,1,24850015609.188,734825150.01
140.585,0,44.457,45,250.0,135,0,24850015609.188,3632761769.273
140.585,0,79.057,45,25.0,-135,1,35012321972.054,123344475838.851
140.585,0,79.057,45,25.0,-90,0,35012321972.054,286296856693.882
